Năm;Tháng;Ngày;Tên Cty nhập khẩu;Địa chỉ Cty nhập khẩu;HS code;Tên hàng;Thuế suất XNK;Đơn vị tính;Số Lượng;Đơn giá Nguyên tệ;Đơn giá khai báo(USD);Trị giá USD;Nguyên tệ;Tỷ giá nguyên tệ;Tỷ giá USD;Mã phương thức thanh toán;Điều kiện giao hàng;Phương tiện vận chuyển;Tên nuớc xuất khẩu;Tên nước nhập khẩu;Chi cục hải quan;Loại hình;Số tờ khai
2024;9;9/30/24;I.SCHROEDER .KG.( GMBH& CO);AM SANDTORKAI 37, 20457 HAMBURG, POSTFACH 11 03 33 - 20403 HAMBURG, DE;16041411;SSB16BE.M#&Cá ngừ đóng hộp 195g#&VN;0;Lon/Can; 	84.000 ; 	0,88 ; 	0,88 ; 	73.853 ;USD; 	24.460,00 ; 	24.460,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục Hải quan Rạch Giá;Xuất sản phẩm sản xuất xuất khẩu;306783493830
2024;9;9/3/24;SUN YIK FOOD LIMITED;3/F, VAN FAT FTY BLDG, 20-22 NG, FONG ST, SAN PO KONG, KOWLOON, HONG KONG, HK;16041419;Cá ngừ ngâm dầu đóng hộp#&VN;0;Kiện/Hộp/Bao/Gói; 	1.550 ; 	30,80 ; 	30,69 ; 	47.570 ;USD; 	24.690,00 ; 	24.690,00 ;LC;CIF;2-Đường biển (container);Viet Nam;HongKong;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306709459950
2024;9;9/4/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO32A-32#&Cá ngừ trong sốt (sốt cà dầu và gia vị) đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306711674640
2024;9;9/4/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO32B-32#&Cá ngừ sốt cà đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306711674640
2024;9;9/4/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO33A-32#&Cá ngừ trong sốt (sốt cà dầu và gia vị) đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306711674640
2024;9;9/4/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO33B-32#&Cá ngừ sốt cà đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306711674640
2024;9;9/4/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO23.24-48#&Cá ngừ trong sốt (sốt cà dầu và gia vị) đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu JA!#&VN;0;Barrel; 	3.300 ; 	31,53 ; 	31,53 ; 	104.054 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306711577820
2024;9;9/4/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69017-2-2)#&VN";0;Barrel; 	1.680 ; 	40,12 ; 	40,12 ; 	67.409 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306709783130
2024;9;9/4/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69020-4-4)#&VN";0;Barrel; 	1.680 ; 	40,77 ; 	40,77 ; 	68.489 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306709710550
2024;9;9/4/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69116-2-2)#&VN";0;Barrel; 	1.680 ; 	39,67 ; 	39,67 ; 	66.649 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306709757340
2024;9;9/4/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69020-3-3)#&VN";0;Barrel; 	1.680 ; 	40,77 ; 	40,77 ; 	68.489 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306709693420
2024;9;9/4/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69116-1-1)#&VN";0;Barrel; 	1.680 ; 	39,67 ; 	39,67 ; 	66.649 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306709733540
2024;9;9/4/24;EGYFOOD IMPORTING COMPANY,;16 AHMED BADAWY STR, FROM SAAD ZAGHLOL, ZIFTA, EGYPT;16041419;Cá ngừ đóng hộp không ớt ( 140gr x 48 lon /thùng)#&VN;0;Kiện/Hộp/Bao/Gói; 	6.750 ; 	17,12 ; 	17,12 ; 	115.560 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Egypt;Chi cục HQ Phú Yên;Xuất kinh doanh;306711749320
2024;9;9/4/24;EGYFOOD IMPORTING COMPANY,;16 AHMED BADAWY STR, FROM SAAD ZAGHLOL, ZIFTA, EGYPT;16041419;Cá ngừ đóng hộp có ớt ( 140gr x 48 lon /thùng)#&VN;0;Kiện/Hộp/Bao/Gói; 	2.250 ; 	17,52 ; 	17,52 ; 	39.420 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Egypt;Chi cục HQ Phú Yên;Xuất kinh doanh;306711749320
2024;9;9/4/24;EGYFOOD IMPORTING COMPANY,;16 AHMED BADAWY STR, FROM SAAD ZAGHLOL, ZIFTA, EGYPT;16041419;Cá ngừ đóng hộp không ớt ( 140gr x 48 lon /thùng)#&VN;0;Kiện/Hộp/Bao/Gói; 	6.750 ; 	17,12 ; 	17,12 ; 	115.560 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Egypt;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306712427510
2024;9;9/4/24;EGYFOOD IMPORTING COMPANY,;16 AHMED BADAWY STR, FROM SAAD ZAGHLOL, ZIFTA, EGYPT;16041419;Cá ngừ đóng hộp có ớt ( 140gr x 48 lon /thùng)#&VN;0;Kiện/Hộp/Bao/Gói; 	2.250 ; 	17,52 ; 	17,52 ; 	39.420 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Egypt;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306712427510
2024;9;9/4/24;FUTURE FOODS CO., LIMITED;2/F YAU TAK BUILDING 167, LOCKHART ROAD WANCHAI, HK, CN;16041419;BONI 6/66.5 OZ#&Cá ngừ chù đóng lon#&VN;0;Kiện/Hộp/Bao/Gói; 	1.600 ; 	17,90 ; 	17,90 ; 	28.640 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;2-Đường biển (container);Viet Nam;China;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306712244550
2024;9;9/5/24;PORT ROYAL SALES LTD;95 FROEHLICH FARM BLVD., WOODBURY, NY 11797, NEW YORK, U.S.A., US;16041419;TP019#&Cá ngừ ngâm muối đóng túi N.W/D.W: 3120/2965g, 04 túi/ thùng#&CN;0;Kiện/Hộp/Bao/Gói; 	1.321 ; 	56,00 ; 	56,00 ; 	73.976 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306713260360
2024;9;9/5/24;SUOMEN OSUUSKAUPPOJEN KESKUSKUNTA;FLEMINGINKATU 34, 00510 HELSINKI, FINLAND, FI;16041419;MSC17/2023NO5-24#&Cá ngừ ngâm dầu với Chili đóng hộp loại 307x113 (7 oz) (nắp dễ mở) Hiệu Coop#&VN;0;Barrel; 	3.150 ; 	15,26 ; 	15,26 ; 	48.082 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Finland;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306714380400
2024;9;9/5/24;ATALANTA CORPORATION;1 ATALANTA PLAZA, ELIZABETH,NJ 0720, X, USA, US;16041419;RP11/2024-6#&Cá ngừ ngâm nước đóng túi loại 1.22 kg Hiệu Redi-Tuna#&VN;0;Barrel; 	2.200 ; 	30,00 ; 	30,00 ; 	66.000 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306714506030
2024;9;9/5/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO31A-32#&Cá ngừ trong sốt (sốt cà dầu và gia vị) đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Penny#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306714451430
2024;9;9/5/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO31B-32#&Cá ngừ trong sốt cà đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Penny#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306714451430
2024;9;9/5/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69017-3-3)#&VN";0;Barrel; 	1.680 ; 	40,12 ; 	40,12 ; 	67.409 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306713275540
2024;9;9/5/24;THAI UNION TRADING EUROPE B.V.;HERCULESPLEIN 207 A, 3584 AA, UTRECHT, NETHERLANDS;16041419;"SP41_18/24#&Thịt cá ngừ ngâm dầu hướng dương đóng lon sắt 307x108 (1 thùng = 48 lon) NW: 7,2 Kgs/ Thùng(""COOP"" BRAND; ORDER NO.: 15844405 )#&VN";0;Barrel; 	2.016 ; 	33,15 ; 	33,15 ; 	66.830 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Netherlands;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306713992120
2024;9;9/6/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69017-5-5)#&VN";0;Barrel; 	1.680 ; 	40,12 ; 	40,12 ; 	67.409 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306716649320
2024;9;9/6/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69017-7-7)#&VN";0;Barrel; 	1.680 ; 	40,12 ; 	40,12 ; 	67.409 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306716653960
2024;9;9/7/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69017-6-6)#&VN";0;Barrel; 	1.680 ; 	40,12 ; 	40,12 ; 	67.409 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306720047450
2024;9;9/7/24;PACIFIC SUN FOODS CORPORATION;3450 EAST MIRALOMA AVENUE, ANAHEIM, CA 92806-2101, USA;16041419;"SP6470#&Cá ngừ đóng hộp (HDALW8515/ 04/HDE-NCS/2024-2); 125G/hộp; 12hộp/thùng. Brand: ""Natural Catch""#&VN";0;Kiện/Hộp/Bao/Gói; 	3.000 ; 	13,27 ; 	13,27 ; 	39.810 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CIF;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306720834140
2024;9;9/9/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO34A-32#&Cá ngừ trong sốt (sốt cà dầu và gia vị) đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306723025400
2024;9;9/9/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO34B-32#&Cá ngừ sốt cà đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306723025400
2024;9;9/9/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO35A-32#&Cá ngừ trong sốt (sốt cà dầu và gia vị) đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306723025400
2024;9;9/9/24;RW-WARENHANDELSGESELLSCHAFT MBH;BORSIGSTR.9 21465 REINBEK, DE;16041419;MSC1/2024NO35B-32#&Cá ngừ sốt cà đóng hộp loại 307x111 (6,5 oz) (nắp dễ mở) Hiệu Berida#&VN;0;Barrel; 	1.275 ; 	21,29 ; 	21,29 ; 	27.138 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306723025400
2024;9;9/9/24;THAI UNION TRADING EUROPE B.V.;HERCULESPLEIN 207 A, 3584 AA, UTRECHT, NETHERLANDS;16041419;"SP41_19/24#&Thịt cá ngừ ngâm dầu hướng dương đóng lon sắt 307x108 (1 thùng = 48 lon) NW: 7,2 Kgs/ Thùng(""COOP"" BRAND; ORDER NO.: 16012155 )#&VN";0;Barrel; 	2.016 ; 	33,15 ; 	33,15 ; 	66.830 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Netherlands;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306721697500
2024;9;9/9/24;WILD PLANET FOODS, INC.;1585 HEARTWOOD DRIVE, SUITE F, MCKINLEYVILLE, CA 95519, USA, US;16041419;"SP6471#&Cá ngừ đóng hộp (HDANS/2024/CO.JUL/ANS-17); 142G/hộp; 72hộp/kiện. Brand: ""Wild Planet""#&VN";0;Kiện/Hộp/Bao/Gói; 	1.300 ; 	102,69 ; 	102,69 ; 	133.497 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306722082350
2024;9;9/9/24;WILD PLANET FOODS INC;1585 HEARTWOOD DRIVE, SUIT F, MCKINLEYVILLE, CA 95519, USA, US;16041419;"HDANS72-225#&Cá ngừ đóng hộp (HDANS/2024/CO-JUL(12+18FCL)-ANS-3); 142G/hộp; 72hộp/thùng; Brand: ""Wild Planet""#&VN";0;Kiện/Hộp/Bao/Gói; 	1.300 ; 	84,50 ; 	84,50 ; 	109.850 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306722688920
2024;9;9/10/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69116-3-3)#&VN";0;Barrel; 	1.680 ; 	39,67 ; 	39,67 ; 	66.649 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306724765560
2024;9;9/10/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69116-4-4)#&VN";0;Barrel; 	1.680 ; 	39,67 ; 	39,67 ; 	66.649 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306724768840
2024;9;9/10/24;CV TRADING S.A;"CAMINO VALDIVIA DE PAINE KM3 S/N, SANTIAGO-CHILE, ID ""RUT"": 78.254.990-1";16041419;Thịt cá ngừ ngâm dầu đóng lon (142g/lon net weight), nhãn DORASOL / 1 thùng đóng 48 lon. Mới 100%#&VN;0;Kiện/Hộp/Bao/Gói; 	8.700 ; 	25,50 ; 	25,50 ; 	221.850 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Chile;Chi cục HQ Quản lý hàng đầu tư;Xuất kinh doanh;306725082660
2024;9;9/10/24;CV TRADING S.A;"CAMINO VALDIVIA DE PAINE KM3 S/N, SANTIAGO-CHILE, ID ""RUT"": 78.254.990-1";16041419;Thịt cá ngừ ngâm nước muối đóng lon (142g/lon net weight), nhãn DORASOL / 1 thùng đóng 48 lon. Mới 100%#&VN;0;Kiện/Hộp/Bao/Gói; 	2.900 ; 	24,50 ; 	24,50 ; 	71.050 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Chile;Chi cục HQ Quản lý hàng đầu tư;Xuất kinh doanh;306725082660
2024;9;9/10/24;PACIFIC SUN FOODS CORPORATION;3450 EAST MIRALOMA AVENUE, ANAHEIM, CA 92806-2101, USA;16041419;"SP6474#&Cá ngừ đóng hộp (HDALW8515/ 05/HDE-NCS/2024); 125G/hộp; 12hộp/thùng. Brand: ""Natural Catch""#&VN";0;Kiện/Hộp/Bao/Gói; 	8.000 ; 	13,08 ; 	13,08 ; 	104.640 ;USD; 	24.580,00 ; 	24.580,00 ;KC;CIF;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306725454730
2024;9;9/10/24;PACIFIC SUN FOODS CORPORATION;3450 EAST MIRALOMA AVENUE, ANAHEIM, CA 92806-2101, USA;16041419;"SP6475#&Cá ngừ đóng hộp (HDALW8515/ 05/HDE-NCS/2024); 125G/hộp; 12hộp/thùng. Brand: ""Natural Catch""#&VN";0;Kiện/Hộp/Bao/Gói; 	5.000 ; 	13,08 ; 	13,08 ; 	65.400 ;USD; 	24.580,00 ; 	24.580,00 ;KC;CIF;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306725447840
2024;9;9/10/24;PACIFIC SUN FOODS CORPORATION;3450 EAST MIRALOMA AVENUE, ANAHEIM, CA 92806-2101, USA;16041419;"SP6478#&Cá ngừ đóng hộp (MSC HDJSB5515/ 7174479803); 200G/hộp; 24hộp/thùng. Brand: ""COOP""#&VN";0;Kiện/Hộp/Bao/Gói; 	3.140 ; 	23,45 ; 	23,45 ; 	73.633 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Switzerland;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306725297120
2024;9;9/10/24;WILD PLANET FOODS INC;1585 HEARTWOOD DRIVE, SUIT F, MCKINLEYVILLE, CA 95519, USA, US;16041419;"HDANS72-226#&Cá ngừ đóng hộp (HDANS/2024/CO-JUL(12+18FCL)-ANS-4); 142G/hộp; 72hộp/thùng; Brand: ""Wild Planet""#&VN";0;Kiện/Hộp/Bao/Gói; 	1.300 ; 	84,50 ; 	84,50 ; 	109.850 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ KCN Sóng Thần;Xuất sản phẩm sản xuất xuất khẩu;306726565150
2024;9;9/11/24;NEMCO FOOD TRADING, INC.;207 BEDFORD STREET, LAKEVILLE, MA 02347, US;16041419;TP005.SXXK#&Cá ngừ ngâm muối đóng hộp NW/DW: 1880/1200g, 6 hộp/thùng #&CN;0;Kiện/Hộp/Bao/Gói; 	1.600 ; 	30,30 ; 	30,30 ; 	48.480 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306727892500
2024;9;9/11/24;TRI-UNION SEAFOODS LLC D.B.A.CHICKEN OF THE SEA INTERNATIONAL;2150 E. GRAND AVENUE, EL SEGUNDO, CA 90245, U.S.A., US;16041419;"SP148_01/24#&Thịt cá ngừ vằn đóng lon sắt 307x112 ( 1 thùng = 48 lon) NW: 9,504 KGS/ Thùng (""CHICKEN OF THE SEA"" BRAND; P.O.NO.: 69017-4-4)#&VN";0;Barrel; 	1.680 ; 	40,12 ; 	40,12 ; 	67.409 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ Bến Lức;Xuất sản phẩm sản xuất xuất khẩu;306727851900
